name,equipable_weapon,icon,wiki_url,attack_stab,attack_slash,attack_crush,attack_magic,attack_ranged,defence_stab,defence_slash,defence_crush,defence_magic,defence_ranged,melee_strength,ranged_strength,magic_damage,prayer,slot,attack_speed,weapon_type
Deadman's legs,False,iVBORw0KGgoAAAANSUhEUgAAACQAAAAgCAYAAAB6kdqOAAAB+UlEQVR4Xu3UvUvDQBQA8OY/6JQlS+CGQCEQAiWEIKSEIsEgLRYFXQQHuzh0EPFjEMFNF0FEuhQEv6Zu4uZ/9rx311evsRUK3gXEB4/0QZr78e7d1WpLhwU/p9GwoOPYkPPM7LrIZJJhXaZhlAWDBoMDz4X+JHeZA9uuM4XiO4HrmkBZcOx7AkOgPSZBm1WDCEMg7BChjIIO+XbRViEMIQQjVKNeMzFHfHa6AfQLX8wQzRGBsEuUIZODrblLvDu9EIrEFV0iFIJUDGbcsMFztJ82CdpImZgjQpVB2K3UlyjNXZKgrYzBGQcRCgE4NwTDOvZtKCKEaAZhR1SMev/QQOMTL0u6ILWD1O1S7x8CYSKITppWEGHmgcqXoxGQisGk+UEAbZdR0PtLB8ajNXi8WxX5fL8Kw+sWXJ7E0xzsB7DT8yBNHJ0gCz7GXXh7WofXYQ4Pt22Ro5sMrs4TuDiKRJ4OmjMgb3JBlr/2CyFBNCdRVECzmYPvr4DnxaIOgkz8ZiwUJwy3jEDaukS5CIQ1gug97XMkPzwfRDWB6F18agPJsCBJcg5IOaDJQQHEcXumVruiGYOxHMhAfAdRHQRJ9SC1RpChuVFjPgi3TQWV/6UxFoOorhyUpkW1IAT8gxaHBa2sKxamVGvDJ4zia2G5eLmuIMoLl+s/FZ+jSDpnXOQVoQAAAABJRU5ErkJggg==,https://oldschool.runescape.wiki/w/Deadman's_legs#Cosmetic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legs,,
Lunar torso,False,iVBORw0KGgoAAAANSUhEUgAAACQAAAAgCAYAAAB6kdqOAAACeUlEQVR4Xu2WT4ujQBDF9RvMKZdcAh4CgYAIEiQIEZEQlDAhYYewBAbmMLDf/17rK+d1ul0dNTB7SsEjxljPX1f1n3jeM57xjP8evvycJocvcboWLy/E26aN4li1XCdG6yg118Ey6hTzHD0KleSheGV1B4NZfR0nB1W4yb+FMgAcVK1gtVCgcIHP0eHLe3FUpYfYhcLn61k2aaVQAKLs6vXBRMFqKpAvt6xyBAAFgQBXf6/2eznkuVMpaJtYMASq81ZRIMlyrUCrRTClbb5cdwejS1qoFOQLBnotSwNV7HaSpamRae8XTJgsJQ83DlAwm4+F8qU4vktW3mS3v0paXCTJTiqAvPy6qs7HowNFMMhZDPUg2F5UktVk20a2zpfy/Cn704cDRxgIcLhHaAfcAgJMW/rMI/OILSPYy++bCoCEtIEIhZcSiisS99i2idVBuEDVZieHeKtGAGPVbCi7vWwRxDl5SjL1AdTE6iAaIMDACDA0YrVsKK5GG0irpJO236v91m+ie1QEgrBHEcRekciBWB272vRjtUdWydeVQGN3ROOAsMzhwRw8a/8OqElA2MQAQZj7nnFffVm16QTCGYh83a3NS905CahJQDrCWjCG5sHMMQdUG8iuDnJm82Y3Zg6exzEE4YzUI0kHORjNoUpjnD9dQMUpMVDt6iCHVWUOn7ehJlUJfU7XkXMY0vxP9WZeAHHJ24NoA32WFzPv7JaNBkJSeyPjbzBvw3C5DwGhmhNXGcLXFiARVWoDfexPnTA8r7qAUFUAYaD/eg5Gsw/176z239F+uS1pPDHIB/4TIfqMm+C9Idk5Q56D0W/8ePyE5zOe0RV/AWqwWgXKzgt0AAAAAElFTkSuQmCC,https://oldschool.runescape.wiki/w/Lunar_torso,0,0,0,10,-10,34,22,40,12,0,0,0,0,0,body,,
Adamant heraldic helm,False,iVBORw0KGgoAAAANSUhEUgAAACQAAAAgCAYAAAB6kdqOAAABiklEQVR4Xt3XPUvEQBAG4N1/kGqbbQIpAoGDIAQ5xNLOzsrCxsbGxsLCQrCwsLAQhCsOO1vBnzjm3cneLpvkGm8z4sCQIiR5mI89Tqn/HZpCigYj3mpDD2VBV6aQhGn6aKzDPFWG7gfQeaGoU0oCpWk7gF560LUNINxry9Jl+lTG0LTpMa81V+fSMOgsAqVPZA5N70N1bmwAnUqC4mFGy4Dy8yMCQrvuesiFUXQ7XBtJELYL7cLcoFKokBAoHIRfrXXb9tzjABLYMG4VAN89BmcRBhutW3jDuCIe81jyun+urFv/hQda06ppXNZV5bK0dpdY/3h2MoM0HbWtyzkU1n+hdmk67rodyKNSEDIe6PQtBwrGxLkPZIqsoDHmZL0egVIUkof/oMEYvNy3Ka2QR01hMgw1DzE+gA/HsH2YGJS+8ZcxBqVXMdAcbG6GxEFiFUphU5iMIEQ4nf8ICME/pn7dY5gQCBFAcye0OChFeIjHZAYheJ6mQClkAYyP+L97SAFIiPjjopCl4gdbQPiF/8f3JwAAAABJRU5ErkJggg==,https://oldschool.runescape.wiki/w/Adamant_heraldic_helm_(Zamorak),0,0,0,-6,-3,19,21,16,-1,19,0,0,0,0,head,,
Blue boater,False,iVBORw0KGgoAAAANSUhEUgAAACQAAAAgCAYAAAB6kdqOAAACoElEQVR4Xu2U3WvTYBTGl/8k0ItAoVAKXg0vRLwYiigMRYXhBzpRJ52bDoaTuvlBpWOzuImCMqb4yRSVUYrzYzqds7pV56xtt1DTVRERERHx6vE9J0nb1eyi2Va8yAMPSdq8Ob/3vOecqipHjhz9d5Jg7YqqELijfRUCgZVoO7wCLYeWo7mpGo3+6kqCSbh5YzOuX9uEy5c2oL+vFn0Xa3H+3Hqc7V2HnjNr0d21Gp2hGpwK1lQCTEJkcCuGH+9C7OVeTL3zY2K8AWMv9uDpk3o8ergT0cg23L1Tx+BXr2xk4CUEkzjg6PPdDKPOHMx7Ot2MZOIAJt/68frVvn8gB+/VLTaUBFmJwOWOIfG+EdrHVmS1DktrmRaGo+wR/IOhHXkgryzbhZrbOVS4snsELk8Ciu8L3Mv+4FMubLibnZsNsQk2lWzCm/j+xQKSED69houUipWKVlaGBEwcilfVgXw/BNRP4d8GXI/hMGeJjpGOlY6Ojm0BQBIvJlNxmpaVYXFc41A8KQGlGVDfhL8bcL/ycPSseD+Ld9O8CZd7VKyPcpZt1JGE27cauJNoZ2S6N+3yTHIghvLmOLDb97UAR1kTz/p/Kr9vAlHWaSTY6Dp9AXULmYqTTDVBpk7iTDFYpgDHWTNgODtT3ARUe3TklOmBgS08v6gUyoLSz1oSAO2IjR3hti42FS3ZfLYaAVRDtAFzDDwbqc+PgvvR7TzTyoLSpWcr+SEoAhxDfOKo6KI2w63c4nxl679ntQDb/J8gCb4YkjJuFnnZhW5my/R0ulcECIl5dByz2RPcVXQl57JB3cYIoHGQTJzULTZV/B1bMMUqfKDw0Yzaz4AULJXs4nt15sIcW0EsGKZUVnDzeckg5lNpQCuXrnHkyJEjRzb0FxAkBOTB7APlAAAAAElFTkSuQmCC,https://oldschool.runescape.wiki/w/Blue_boater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,head,,
Broodoo shield (1),False,iVBORw0KGgoAAAANSUhEUgAAACQAAAAgCAYAAAB6kdqOAAADsUlEQVR4Xu2W20tUYRTF/f6JngUfeo0gRCRIQkIKKRoSJwzHQR1qHJymUVMTa2pKzBwpCzHLK5Z2sTthVyqiQtO0hjQjCSno9iesWHv6jmeODo2jXR5csJ/OOXw/1l57fycpaVnL+q+kMH/9Eyl0NhSira4ALYfycaJ2Oxqrc1FXvu1fQCn0NhXPC3SwtQPVTaf+JpTC+PBwTKDa5laU1zehpCbwN1qo8C4cjglU196LqlAzfIfqUVxRjTx3KbbsKPhTUAo3znjR37wLF0+6cf64C92hoiig/afaUFbXKO44bOnIzU7FpoxVArQqOXkpoRRud/hw7XQpLreUSGmo7aGLOFqZg4O+rahwbYTHkQmXfZ0A2bLWJApkHVuzxQoPRt/g+rOXWGMrxJ3hcVxp9RhQ9sZ+2IKd2OANwl+UZQDlbUlLFEih9bBjTmmwwaExXH06LDCpOS7cG3mNm89HjHadPJBnOLTbuUGACnPWLj0Q61b77iiYR2NhccoM01RjF6D93s0C496xfrFAVHS7CDPY5RegWy9G8fBVGE/fTAicGYZjThguQwKxZUsElJTEDyIfKdzvLTeAdF44XVYYggT9NmlXjSfbAKr2+7GnxI2dTify7bnYmp1tyWXcijjkuzkB77UwPJdG4e4fkrGmE1XuTXIg9wzHe++x40hJW4+Va7NkIfJ5YzCIQFUVyko9KHY4kJG2EinJKxJxSeHhuQpxhvuGznCKtDOyZ37lhDAE0TCsQMtZCbV5wtJXpxgxmO1AXFJ4Fp6U0HKsOUXcMXobt9c7BWhjeUgOpUNmGF0aZnPmagNGgywIZnRqGkMT7wXq8fhbCTEhGG62i5khUJa/ITLatUGEzg8YIHSMQeZmJkyCrmgpPOrbK0E2b2O2iiPN8Opp4vLTi483ekNXn1yk+prQMAm4oqXw/csXfPr4ER8mJ/F2bCzqnqJLnCQ9TZklAYFhEYxTNd+dlQCIlsKPb1/xeWYG01NT4oz1FmeQdWW49klrCMRpY14Is8gWmRVpFydLt4rOMDt6C/N3guPMWldUiTS7W0DMMItokVkKTy5U4m5PmSxAnRs6NDgwYCw+Bla3Jz1/jzjENhHIeu9ZT1igInuHQebO0TBs1Y3+PuM68AaOwOmrMC7N2cPn3oGLhFLiDpcgg0wYvW8GerolxOb/G2tOIu2JhtPPrSfFqcgfIN3hVDHIzI35fmJw5weZlQZbMpd+V7FA5ir6fevTuGU+MFZZv4mlhb6/rHj0E1y6RGdBkf7fAAAAAElFTkSuQmCC,https://oldschool.runescape.wiki/w/Broodoo_shield_(blue)#(1),0,0,0,3,-7,10,10,15,5,0,0,0,0,5,shield,,
Green d'hide body (t),False,iVBORw0KGgoAAAANSUhEUgAAACQAAAAgCAYAAAB6kdqOAAAB5UlEQVR4Xu3XsU4CQRAG4L03oLqGhtrKxpKExs7OisLGxkIaQyyMYCAqqMHEwkoLG62MMcZCY7TwDSx8n9HZ3X8Zh8Mo7FIxyR/CYnY/Z/fuwJh5zSt5ZTRdotb3hKslMis+y8a+L6351F3s33AWzGjiorLhggzyGPu6/hNmqsZ9tjQKWqxUYqCy4WK+AwEgURKGzxgFWAqQDRaX2chHx/x4GhD+ewliBDJm3J61amoQR2IaDmS3To0HEHcpKghbAhAjEH6/nbuI8XA1JgXJLvHCWx7iY7vkx9OCeBGAEIUJASY5iLsEzE7uojEqswEBMw7EnfMp6pKefYISIInhMPAXkEUB5DsUoUuZm7wIpLvEh12BLEqA9OwTlAdxl3Q3cKYkSN4S+PJXHdKzT1ACxF2SIL7yJI5fZwLCQhqkMQqEQ23v5NFBOEfoSlF3OGLb8HUlCSg/K48H6TDIP99sl1JsWT4oD7dNwnSHxOMlgKLfGItAAAAGFF4liA92PBCXOti4/+A7UFGn0m0ZV0bXnzfhYOftAhAevgWgWr0WG8SV0cXHJQ3eT+n47YT6r0fUe+nT4XOP9p8OqPvYpc5Dh/buO9S6a9PubYuaV03aPG8ETGQQl/6t9bckwrjC5P+Nnmde09YXskLV3fiJMOoAAAAASUVORK5CYII=,https://oldschool.runescape.wiki/w/Green_d'hide_body_(t),0,0,0,-15,15,18,27,24,20,35,0,0,0,0,body,,
Ghommal's hilt 4,False,iVBORw0KGgoAAAANSUhEUgAAACQAAAAgCAYAAAB6kdqOAAAB0ElEQVR4Xs2XXUsCQRSGnT/R9YIXQiCIICIiKEtIrAhLQpgoiJRhFkkRQRBFBNEHREh004/pqp918pzT7MesXdiuM/vCe+EyLg/nnHlnNpPRIgFRG5MAd3wasUEoAdPHd8h+fXsu1GwCKliWCSgBRw/ztADxvHSaJejOrjwbAlq0as8mmKy1ERlqhNEIJGC/UyOYYj4bAgha/deaJGDoVgnGrhZMVCMohuk6ZWjZ5TgwSYRWgjDxQ8uHcZuVODCoQHDli2T5QnXlcvEA99uVJGBQAk6eP/4JJOBwt07VQZjgjlJXriiendZwAo1OHyqOu6Rt6m9+RtvbqUW2t7pyZfFLBOxMzjwwH0JQwoahuDprgQlrEfXTCxpuBJPVQyB/4H+PhPXDSAkY3TxRtdqjYwKTQM3eCAaXd+S629UBI8WnNFYLwRDIGYypldIaYaS4Ner1AYfe0ImNWg4k7c+UNjFQ8D6DrVOtHSpoHObyViv0TPMscU7JrJrcv3ntks+1wkQlaNuXGtu6W/WXBMxePymj5G5TVxgQ3xJwoHMlPuV9GxFXCecJ09vKbca4TyUmvroc3L6k4ZtLKnCfShNQ7/yanAIgVDg4U5BLfnDGhfkBW53n5/ZBW/IAAAAASUVORK5CYII=,https://oldschool.runescape.wiki/w/Ghommal's_hilt_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,shield,,
Craw's bow,True,iVBORw0KGgoAAAANSUhEUgAAACQAAAAgCAYAAAB6kdqOAAACcUlEQVR4Xs2X72tSURjHd15Gf0M0GLFwBb1x1QvpRZCEQQnS8MVWI6TIkK0wsyyGW2OxSSK6tWsXDEOZ4aaWkGlNaj8ISoisF3tZ7e/4ds+5aN57y7Zxj94vfDl4r/c8H59zzvNce3q6IgL1lS6KwOeywCBQFILAaTvKxmO9vbyh5ID/shhdRMDrh8VMQbgB/Qm4tv6JeWOjhrSYVHg+FMHkvQmctfQ3YTgAEZTLa8hkihCE55iefgy3+yas1nMYGXFhfPwOgsFZRCJxJBIZOKwmvjBLS68wMxOGx3MbdvtFzRL9zdxgqGlGzObjmmD/s3q2HUr76xrXP2au40f1LoaGhjUgyjl0E8HgwH5UnwzIXjwijYcVcF8LYzCZOnZ8qYgE0S/BnEBVOCk7fkr209P4kr0kjdbOAg2a9iE/dwgrK2+Yt9+78at6DT9Xb+D7S5cEdKaTQFQEq7GDLCgFymZfM6fTBfj9E4r9o36SowiWHx1gEKlUHqXSB1Qq68jHPZ3PDvXmZg3b784jOFlELlfGt+IYtkq3IATtiEbFlo3OVQS1Wh31+hYrfjTw55S5GZxW4xcxN94mrmBh4RlEMc0TiiCZXGYQU1Ohlgy07hf5cy42jFBonrUGCsYBirD9QftPX5+yCao3bwOMQvt8D1jVDocFvaEIa4JO52VVRtqJMKBG1mbnYnpCEQTuP9wFTEPK5dzds21FYLNdaE6qvttO2uXURQSjo1f3BMRJBF5vwFhA9IQZCojWFYMAERQKFVbgHA4ng1J/o8OSaxB9P9b56O5VctU1DAxdKs5/4HYqoniNMEB2qJRNVH23KzIKyG/X2Qcpi1b5+gAAAABJRU5ErkJggg==,https://oldschool.runescape.wiki/w/Craw's_bow#Charged,0,0,0,0,75,0,0,0,0,0,0,60,0,0,2h,4,bow
Decorative armour,False,iVBORw0KGgoAAAANSUhEUgAAACQAAAAgCAYAAAB6kdqOAAACJklEQVR4Xt2X7UsbQRDGb/8JPx/kQyAQCIEQjnKQEEIIhpJgSCkiRETIB4UWLEoLxUoLiqW0pYr4gqJiS1CxlaD1BfuiBP+qqc8ck0uO9OPtQh4YyCws++PZnZmLZQ2GFPUPI1KUsiyOWCAMQT0ApYqUSOQoHncpGnUoEkmSbccYKGHbOqEUpdMlDoHqBhoaiuh2yQdCGHZJketWyXEqHP+DMgIkVyYhUN0uBXeHIEVHh0Xa283TxnqWPn5w6d1bh7Y2c/x7/nWKpqfiHYc0uOQDra1mOhAAer/8iF69TFGj4QMFd4cgRc2mDwSIudkkuyVAkxOaH3U30MKbND1/lmCHlhYdhjMCtLOdo8+fXHoxk+QrEiDk4/WoGSAAAAYAksOt0VEDQHgzeMw4/EktwleINwQg5BqBIG+OoQliTJRKNgPJCNHeqbO5MW6O0qHRCNEoASndWmtjzOfrHSiAwCWsZTJPOQeUOKTNpR/fS1z2KHO8mft2rWdN65W176rUOu0FwtrJ8TCtfDEAdPvXA0KloTOj0rBmDOjXTaUDJKX/5/dID5A0x+DuEKTo+qpCZ63HDITRIZAYuuje3Q5pcEnRz/MyA2Fc4NNDIPsBBXeHIMUwgJL5hbXLi7IpIMhzCfML40JyjBSjQBgX+EAT1wAkuab3I/Ku6GC/wI4gR9UFgYK7QpQH9O1rgcscObo0ckNAkP9f3ju8NzcAZFlysBwezAdK/wD6plTRf+282QAAAABJRU5ErkJggg==,https://oldschool.runescape.wiki/w/Decorative_armour_(gold_platelegs)#Normal,0,0,0,-21,-11,33,31,29,-4,31,0,0,0,0,legs,,
Abyssal bracelet(4),False,iVBORw0KGgoAAAANSUhEUgAAACQAAAAgCAYAAAB6kdqOAAAB/UlEQVR4Xu2VXUsCQRSGnX/QVTfeDOzFgFf9qX5A9AeEIAiCgqBChAqz6ItELLMPQipEJLOsDAWJIKQiIiK6PO07p8nVup3Vi33hsMvMDjz7no8JhQIFCtRXEvQ3eiZBi1Nh2oyF6bpc/o0eQQlamwvTdrwT5rnV0kBDUvoJJSi9ICmbkHS4Jn9haldXGiiVXPbTJaFBjjcknaYkFdLOv0A+QgkNU8w4VN5zqHrEQAbGC+QDlKDMEsNU9h2qnyhqFpSG8QIhkNKZsUEaGR6wCSV0zRiY+6Ki1oWil2qEXq8j9FBSeh2u4RsEOjA6OmgLSuia6YYxQE+XvN44YzC4h3fU3HTUIpSBAYCBebvlJ9bhFECwh28Q+JH4ZNgeVDeMAULAHex/NSNUSTlU23Ho4VhRadeh2IQVKAbywrzf8RNpysy7Y8Et/sKq24lbDNQ8UPR4rii/JWl23Er6GAogJgCEUZCNuQNzoQ1043ZlI6e0S0gdzmKSW5jmQqfto86B2kEX5uLs0GlSdgDB0dwKIKxeLQz12Yjodkebw518gh0qbXgccoGxbxkIEjplqB99rfy4U1znlFXTDFTLW01Xt9gp3G9ed9BlcKie5S7zwR0jdgnTGU6YWYVCxzvWcQf6CATx0ET3GRBu73b4lC6v/gfwRvcJ6+o5QKBA/a5vtPl6nfu9vk8AAAAASUVORK5CYII=,https://oldschool.runescape.wiki/w/Abyssal_bracelet#(4),0,0,0,0,0,0,0,0,0,0,0,0,0,0,hands,,
3rd age plateskirt,False,iVBORw0KGgoAAAANSUhEUgAAACQAAAAgCAYAAAB6kdqOAAACtUlEQVR4Xu2W70tTYRTH7/NP9KY3A18EQrA3I8YQJkMkHOJIkpIgE0zCAjEx02SZqWnmMpvmspkzl2vmWq5p25hrurEpUv5DJ79n3Ou2XvXiPvdFHbhwz37wfDjf7znnUZS/DkGLnlk6V1NT8VyyWAjfVf9a5xCUjEZp/a2Pll56+Hn9fJpmx8fpXnc3A5lNJplQgsKrq7Qd2qDAm0Xyzc2R3+tlsFdTU3SrvV1mlQTZnU6KfFgjU23tHw9kq6+ro/NcId2hSjCp7a8U/RikDb+flufnuSqolGdykp49drNsKpDO0gmqb3GxRPFwmGV7v7BAF0+NHHy3zJ9DNu+LGbrqcskBamhtpS/BdT4cJp5wjzDQzNgYv7sHB+lhX58s2QTtJxL0fWuLPgcCXB3IBSCzzcaVmR4dpSdDQ3SjrU2GbIJyqRTtxb+xh+CbkYEBDQiAmE0YAffv9sgBgqHR7uWdpQKVD0hU6LLDoT9QOhZjoDXfEstVDoR3eAlVu93RIcPYguUCkDqlAWGx2zUg+AhQMLY6IHUFUsoOhXkBYXU0aEBPHw1zhR709vJvdQZCoI0FA0CqC2YzA+HBO6DO2r0EozMQogQ03N9PN69f0wBRsZ6urorukgCDENpghDyAwHJFLsk71SEon07zgkWnoZuO83kemjA7IKUDFTJ7vEJg8CvNzXScy2lAdzo75QMVf2R4WqP1W5qa6OhgXwPCUDQECPMI1w9nYyMdZrN0kEzy1kcuHQgAsU8h3l9qrgLZrFb5QJAIdyKsELViWLy4tElueYRgE+9sbmoAMHk1UPW/dAzBbZ6IRPjWiBxjAJKFVlaMAfpZKPBVBLNIBUKXGQb0q1ikzE6cWx855Mru7moVkw50cnTIFUGnIYdcBgIhStv87PDK3AAgRVEPVg+vzv/HPxW/ATpIusvP13ghAAAAAElFTkSuQmCC,https://oldschool.runescape.wiki/w/3rd_age_plateskirt,0,0,0,-25,-2,78,76,83,-5,75,0,0,0,0,legs,,
Falador shield 2,False,iVBORw0KGgoAAAANSUhEUgAAACQAAAAgCAYAAAB6kdqOAAAEDklEQVR4Xt3X/U9TZxQHcJ+/w19I9oOJCQkxIaQxTSTEEDJiNJIRQmzURkbkJfI6XjrSVVEQlQ7lJe1I0SJItax21sI6AwwnQZ1TMSgaSLZ/5Kvfc33u7u3cJFBk8SQnty0lzyfnnPs8tzt2fH6hkP7JNoZC/MY4/icohfnpaUyGw2isqd5ulMLCzAwe/jqHyMgImk/VCignK2s7UAqP5ucFFJoIIzg2graGBmTt3LkdVVJ4srAglbl2axzD49cQGA1h8GoQge/9OOFyfUqUwtLvj/HkwQOMxiJSHY3pHboseXVwEJ3fet6jdG5JKLx89gxPFxcxcWdSqsNWDYWHTYzO0WAA/Rd64G1tRXVFxVagFF6/eCHVuZW8bVbnQxjm+cuXcOZiF7zdZ8y7L4PDrrD2egXLT/8QkLU66RB/oF+yp9+PvOJifNPRJsN+0u3OVJUU/lxdxcvnzwUT/yUJx8FDZqaDBkIB82+78hyoba6XtrFKZSUlmUApG+ane1MoPO7GcFGBDWZN57uFW/L24NjXblRUV6K68RROt7dnonUKb5aXBRNLJQRzdzaF6fl7iB4qQrh4v5ljBwoROVgk2e7IRWVONsqOlsN9sgJV9TWC6v7Oi5a6us1USWFlaQk//nzHrE4kEZOh3u86agKIix8ulqt3r4HJ2r0b5cddAmKVKmurBMYWbvCIMQaZ+40GcZgJYuaXHxGEztjhL+Fz5qFmT7YN5DpxzEQRVNfSiIa2ZmmhgVo3TGF15RWiU3Fp13g8KiCNYpWISpQYmE6nA3W5OTYQW0aQdZaYrJKGrbNaCn+treHxb/cFNHb7pqRGcQ8iJvnVAalO9z4Hmt4NMUE6NYhVIogt023T86QrxCH/yKAbdxarEJ68IQCN4nvCdHWI4R1FEIdZJ0GlR8pMENtGEDHnvB02yEcwDOMk5+ZHgEbp9/tKywR0IX+vLE4UW2bN0l1fCErPkMbo2VknRIfC/VQKI5HrgmDyNU91HqLcZ/wFTrmjmjwt6DjnQ25hkS1ZNYKsA80NcgMYhvEUyLPKCuGRwI0vJ7/AHEpPp1fOq/Tkd7KdThPjaWraKIahMDeVtEF4WPp6zqL9dIdUhSC+5uKskDX19wgmhmfZJjAMhdnkXfQFB8yT+2zveVms1euRhXi1IlgpJjF8TzRnxvpYu0EMQ2FxbtYG4qMEF+TpzUyH6NbxSiwraD27NoFhKNmhZxIJE2RtlxXCz3TrNIbfqa+qyhSGYVSIoMTNiK1dH8LwM15ZOX0nZRDDMG77VCwmPwAnQiEBaIyGaCBf9/h8/4BkCKNDYSoaRez6KMZ+CGL4yhUE+/rkV8WQvxcDly7KM7O/q2urIdaw/mr49/wEkL/Duth/Zfr/fXbxFv4W1jjcT77dAAAAAElFTkSuQmCC,https://oldschool.runescape.wiki/w/Falador_shield_2,0,0,0,-8,-2,13,15,14,-1,14,0,0,0,3,shield,,
3rd age platebody,False,iVBORw0KGgoAAAANSUhEUgAAACQAAAAgCAYAAAB6kdqOAAADu0lEQVR4Xu2VXUtVQRSG3X+im24OeBEIgQgSEoIRIWFIkiQmSSaZZElmZvYhZmaWlVamppWmpWkWfWgqImaagkpQf2jVsw5rO2ennnP0KnJgwd4ze2Y9875rZickbLft9n81TyIj1rbZeeu28EJHsrMlPzdXjuflycmCgkCCtZKGnw9kZMi+9HTZm5Yme1JTtwrmSXN9vdy6fk1qq6vlckWFlJeWyo7ERD/45ubVq3KtqkounS/Xcfps/FBmphzcv1/D4IhNQHnS2doirU1NCuUmtWTP29oU9nRRkcJePHdWAyVdaNQ9nJWlcAaYkpwcD5QnQz09mrD9wX1paWyUOzfqFMpNdKGsTM4UF8upwkIFAozkJMQi+w7Aozk5GgbHeGjnzligPJl4907e9/dL/9NO6X70SJ7ca5b7DQ1yu67WT9L1sFXVAxQ7UQ4l62pq9BlQ6s2+P3EsX98NDvt2JyUpUHIotBGUJ9Ojn+XTm0EZfPFcXnZ0aPLHd+/6iw8861b1ADU7UQhAoLEW9Sh+m4OKvBsY1lmRRwWanRhXlUb6+jR5T3u7WmeLYyeg1Bh2UkdA2LsBolLojwo2D0sNDOusuKMCLUxPS2JKigYLWtjC2BlUCavs3WxEJQDcucGICWjXnjQfKAiFnWNvh2W4t1drzGoJq151d/nvqHalstK/BoKbCkIFKZz2N5CFqedCudatZSVQdsTXg4pJJWJxZkY+Dg5ocbM4fV/Hv2h9WT/1ZbbZqeQAWLEDZMebeYxzYqkhywNMFCCapycNFUhKXdA3MzYm4yMj8uH1K7+OUGZuclJri7ALFRupJUvM94xRbxz/OGBoXoQl7Jg+s4vEQKES48ADh3IEaqGEKUtYH/eUCxTMvEbz9MizAMlYBPnpX/o26wOxY+wBANWABQpFAaXAbSMEY6yFjZy+uIDsxFCcSG+WLc/NRQAxTiKU5B1VqROeubuCltGHalwJcQG5xYnnptCPhQVVz4D4DkWwj6Klj42gLrBcmAaEgoC7/TED2U+V3djvQIEWFxUGBa2oR4eHVDVsAwqb7ehjjwtkCqI4tRQei9rCllkx2w+T/p9LS/4JY2ECKKsdFHAvTH4hBsQJ5TQyn7XjUMnToiQZ6qzuxJNfK8v+HWQQ9iMmkfWZ5e7c+akpvdvsaogLCGnZJZadLSlxJq4WKGoA59aNWcI7F6bNs7kr3+cViJIwO2MGYhdWzO4F5oJFi8iLL2z5JoBo6y262qw/WkTO2gg4Slt/0a21jYG32z/cfgNaTxi3bhr8ggAAAABJRU5ErkJggg==,https://oldschool.runescape.wiki/w/3rd_age_platebody,0,0,0,-20,0,96,108,113,-4,97,0,0,0,0,body,,
Armadyl platelegs,False,iVBORw0KGgoAAAANSUhEUgAAACQAAAAgCAYAAAB6kdqOAAAB2klEQVR4Xt3XwWrCQBAG4OxL9NKL4EEQBBFERASDhCAGUZSWKBGtiEVUamtFEIqlF+ulQkV6KX3Uv8zKqIle3QQHFpyFZT9mNruoadcRAueHLyGQ1DQ5op7hE0qg2n+B1e7DbHSQq9hIGRbi2bwExUMhlSgBezzH/WiGSu8JxWYPht1CtlRDUi/gJhRWXaUDqDaYotQZyirpNQfpYkWiFFZJoDn7QGPy5kJx6whFlVIOIgxBqGVUIf5NKG6dorYJ5OqPyFTbSJcdJAs1JIyyzFOWjbhuIZLS9xVSUKVTECEo59/hREZty7ygaMYMDohbxCDC+QaiM8OAY1AolvQHRIeZMIEAcbtocxo+gigEZuMxWnUbmXQat5GYBE2GAzln5HIqQQI/6y8404V8XOkdo+eCLkrO6ba2TFOivKsvEAJ/261ErZdLfL4v5GP6u9nge7WSeb/T2VdIWZXyzsB1jqz+XM7xl6e0ZcXe7ATEc76ACt1XGK1RMEF0FxGI5o5B/Ol7V18gBMyHZwniy5GR5yqkoErnQTR3DuRdfYEQEsMgup0ZRDe4DyCKHSB7192DCBhYkMLzw3EAMYDOjxfkXXXBcJ+ZAIAoDv/ld5u7cx9AmsYb8+be/KriH7oVJWXBi/hbAAAAAElFTkSuQmCC,https://oldschool.runescape.wiki/w/Armadyl_platelegs,0,0,0,-21,-11,51,49,47,-4,49,0,0,0,1,legs,,
